actor_name,actor_dob,actor_gender,actor_ethnicity_label,actor_height,actor_age_at_release,freebase_movie_id,character_name
Tobey Maguire,1975-06-27 00:00:00,M,Scottish Americans,1.73,24.0,/m/02q56mk,James Leer
Robert Downey Jr.,1965-04-04 00:00:00,M,Jewish people,1.75,34.0,/m/02q56mk,Terry Crabtree
Sylvester Stallone,1946-07-06 00:00:00,M,Italian Americans,1.77,44.0,/m/07sgdw,Angelo 'Snaps' Provolone
Chazz Palminteri,1952-05-15 00:00:00,M,Italian Americans,1.91,38.0,/m/07sgdw,Connie
Marisa Tomei,1964-12-04 00:00:00,F,Italian Americans,1.64,26.0,/m/07sgdw,Lisa Provolone
Kirk Douglas,1916-12-09 00:00:00,M,Russian Americans,1.75,74.0,/m/07sgdw,Eduardo Provolone
Tim Curry,1946-04-19 00:00:00,M,English people,1.75,45.0,/m/07sgdw,Dr. Thornton Poole
Harry Shearer,1943-12-23 00:00:00,M,Jewish people,1.67,47.0,/m/07sgdw,Guido Finucci
Ice Cube,1969-06-15 00:00:00,M,African Americans,1.727,40.0,/m/04f3j1r,Russell Redds
Mike Epps,1970-11-18 00:00:00,M,African Americans,1.87,38.0,/m/04f3j1r,Jellyroll
Tamala Jones,1974-11-12 00:00:00,F,African Americans,1.62,34.0,/m/04f3j1r,Regina
Christopher Walken,1943-03-31 00:00:00,M,German Americans,1.83,47.0,/m/03flsn,Frank White
Laurence Fishburne,1961-07-30 00:00:00,M,African Americans,1.84,28.0,/m/03flsn,Jimmy Jump
Wesley Snipes,1962-07-31 00:00:00,M,African Americans,1.753,27.0,/m/03flsn,Thomas Flanigan
Vanessa Angel,1966-11-10 00:00:00,F,English people,1.727,23.0,/m/03flsn,British Female
Marilyn Monroe,1926-06-01 00:00:00,F,Norwegian Americans,1.66,26.0,/m/02pn80f,Annabel Jones Norris
Zsa Zsa Gábor,1917-02-06 00:00:00,F,Hungarian Americans,1.63,35.0,/m/02pn80f,Eve Melrose
Winona Ryder,1971-10-29 00:00:00,F,Jewish people,1.61,19.0,/m/03tp5h,Charlotte Flax
Bob Hoskins,1942-10-26 00:00:00,M,Romanichal,1.68,48.0,/m/03tp5h,Lou Landsky
Christina Ricci,1980-02-12 00:00:00,F,Scotch-Irish Americans,1.55,10.0,/m/03tp5h,Kate Flax
Alicia Silverstone,1976-10-04 00:00:00,F,Jewish people,1.65,20.0,/m/09bpft,Emily
Benicio del Toro,1967-02-19 00:00:00,M,Puerto Ricans,1.85,30.0,/m/09bpft,Vincent
Christopher Walken,1943-03-31 00:00:00,M,German Americans,1.83,54.0,/m/09bpft,Ray
Keith Allen,1953-06-02 00:00:00,M,Welsh people,1.67,48.0,/m/04nnpw,Mr. Marlish
Christopher Eccleston,1964-02-16 00:00:00,M,English people,1.83,37.0,/m/04nnpw,Charles Stewart
Nicole Kidman,1967-06-20 00:00:00,F,Irish people,1.791,34.0,/m/04nnpw,Grace Stewart
Tom Sizemore,1961-11-29 00:00:00,M,Welsh people,1.8,29.0,/m/06gvgh,Chance Wilder
Mickey Rourke,1952-09-16 00:00:00,M,Irish Americans,1.8,38.0,/m/06gvgh,Harley Davidson
Tia Carrere,1967-01-02 00:00:00,F,Pacific Islander Americans,1.73,24.0,/m/06gvgh,Kimiko
Kelly Hu,1968-02-13 00:00:00,F,Native Hawaiians,1.65,23.0,/m/06gvgh,Suzie
Michelle Yeoh,1963-08-06 00:00:00,F,Malaysian Chinese,1.63,28.0,/m/03_95w,"Insp. Jessica Yang, Director of INTERPOL"
Jack Black,1969-08-28 00:00:00,M,Scottish Americans,1.68,36.0,/m/07d3fs,Nacho
Moises Arias,1994-04-18 00:00:00,M,Colombian Americans,1.66,12.0,/m/07d3fs,Juan Pablo
Marion Cotillard,1975-09-30 00:00:00,F,French,1.69,36.0,/m/0j3d9tn,Stéphanie
Angela Bassett,1958-08-16 00:00:00,F,African Americans,1.63,52.0,/m/0drw46h,Mrs. Watson
Paula Patton,1975-12-05 00:00:00,F,African Americans,1.63,35.0,/m/0drw46h,Sabrina Watson
Laz Alonso,1974-03-25 00:00:00,M,Black people,1.83,37.0,/m/0drw46h,Jason Taylor
Meagan Good,1981-08-08 00:00:00,F,African Americans,1.65,29.0,/m/0drw46h,Blythe
Tasha Smith,1971-02-28 00:00:00,F,African Americans,1.7,40.0,/m/0drw46h,Shonda
Mike Epps,1970-11-18 00:00:00,M,African Americans,1.87,40.0,/m/0drw46h,Willie Earl
Lil Romeo,1989-08-19 00:00:00,M,African Americans,1.8,21.0,/m/0drw46h,Sebastian
Brian Stokes Mitchell,1957-10-31 00:00:00,M,African Americans,1.85,53.0,/m/0drw46h,Mr. Watson
Gary Dourdan,1966-12-11 00:00:00,M,Scottish Americans,1.88,44.0,/m/0drw46h,Chef Mckenna
T. D. Jakes,1957-06-09 00:00:00,M,African Americans,1.9,53.0,/m/0drw46h,Reverend Cleophus James
Laz Alonso,1974-03-25 00:00:00,M,Black people,1.83,37.0,/m/0drw46h,Jason Taylor
Rhys Ifans,1967-07-22 00:00:00,M,Welsh people,1.88,32.0,/m/03qp64n,Pete Thompson
Joseph Fiennes,1970-05-27 00:00:00,M,English people,1.83,29.0,/m/03qp64n,Sean Deeny
Rhys Ifans,1967-07-22 00:00:00,M,Welsh people,1.88,32.0,/m/03qp64n,Pete Thompson
Tony Curtis,1925-06-03 00:00:00,M,Hungarian Americans,1.75,53.0,/m/08r4vr,Marvin Lazar
Regis Philbin,1931-08-25 00:00:00,M,Irish Americans,1.7,46.0,/m/08r4vr,Harry Hahn
Kajol,1974-08-05 00:00:00,F,Bengali,1.57,31.0,/m/08pv67,Zooni Ali Baig
Aamir Khan,1965-03-14 00:00:00,M,Afghans in India,1.68,41.0,/m/08pv67,Rehan
Rishi Kapoor,1952-09-04 00:00:00,M,Punjabis,1.7,53.0,/m/08pv67,Zulfikar Ali Beg
Tabu,1971-11-04 00:00:00,F,Indians,1.72,34.0,/m/08pv67,Dr. Malini Tyagi
Shruti Seth,1977-12-18 00:00:00,F,Indians,1.64,28.0,/m/08pv67,Fatty
Sharat Saxena,1950-08-17 00:00:00,M,Indians,1.77,55.0,/m/08pv67,Susheel Rawat
Jane Fonda,1937-12-21 00:00:00,F,Germans,1.73,41.0,/m/015wf0,Kimberly Wells
Michael Douglas,1944-09-25 00:00:00,M,Scotch-Irish Americans,1.78,34.0,/m/015wf0,Richard Adams
Won Bin,1977-11-10 00:00:00,M,Koreans,1.78,32.0,/m/0dsfd0l,Tae-Sik Cha
Michael D. Roberts,1947-12-25 00:00:00,M,African Americans,1.87,40.0,/m/0yx_w,Vern
Tom Cruise,1962-07-03 00:00:00,M,White people,1.7,26.0,/m/0yx_w,Charlie Babbitt
Dustin Hoffman,1937-08-08 00:00:00,M,Jewish people,1.66,51.0,/m/0yx_w,Raymond Babbitt
Victor Garber,1949-03-16 00:00:00,M,Russians,1.88,47.0,/m/06fhhh,Bill Atchison
Bette Midler,1945-12-01 00:00:00,F,American Jews,1.55,50.0,/m/06fhhh,Brenda Cushman
Goldie Hawn,1945-11-21 00:00:00,F,Hungarian Americans,1.68,50.0,/m/06fhhh,Elise Elliot
Diane Keaton,1946-01-05 00:00:00,F,Irish Americans,1.69,50.0,/m/06fhhh,Annie Paradis
Maggie Smith,1934-12-28 00:00:00,F,English people,1.651,61.0,/m/06fhhh,Gunilla Garson Goldberg
Dan Hedaya,1940-07-24 00:00:00,M,Jewish people,1.75,56.0,/m/06fhhh,Morton Cushman
Sarah Jessica Parker,1965-03-25 00:00:00,F,Jewish people,1.6,31.0,/m/06fhhh,Shelly Stewart
Elizabeth Berkley,1972-07-28 00:00:00,F,Jewish people,1.78,24.0,/m/06fhhh,Phoebe LaVelle
Heather Locklear,1961-09-25 00:00:00,F,Lumbee,1.65,34.0,/m/06fhhh,Gil Griffin's New Wife
Rob Reiner,1947-03-06 00:00:00,M,Jewish people,1.88,49.0,/m/06fhhh,Dr. Morris Packman
Paul Newman,1925-01-26 00:00:00,M,Slovak Americans,1.77,52.0,/m/04_g15,Reggie 'Reg' Dunlop
Nick Nolte,1941-02-08 00:00:00,M,Irish people,1.85,57.0,/m/0170yd,Wade Whitehouse
Mary Beth Hurt,1946-09-26 00:00:00,F,White people,1.63,51.0,/m/0170yd,Lillian Whitehouse Horner
Sissy Spacek,1949-12-25 00:00:00,F,Czech Americans,1.57,48.0,/m/0170yd,Margie Fogg
Billy Crystal,1948-03-14 00:00:00,M,Jewish people,1.7,50.0,/m/0br30k,Sam 'Sammy' Kamin
Joanna Pacula,1957-12-30 00:00:00,F,Poles,1.75,40.0,/m/0br30k,Lilliana Rotaru
Doris Roberts,1925-11-04 00:00:00,F,Jewish people,1.55,72.0,/m/0br30k,Rose Kaminski
Alan Arkin,1934-03-26 00:00:00,M,Jewish people,1.75,57.0,/m/0f61tk,Peevy
Jennifer Connelly,1970-12-12 00:00:00,F,Jewish people,1.69,20.0,/m/0f61tk,Jenny
Timothy Dalton,1944-03-21 00:00:00,M,British Americans,1.88,47.0,/m/0f61tk,Neville Sinclair
Paul Sorvino,1939-04-13 00:00:00,M,Italian Americans,1.905,52.0,/m/0f61tk,Eddie Valentine
Richard Gere,1949-08-31 00:00:00,M,Irish Americans,1.8,37.0,/m/0bdxf1,Eddie Jillette
Tom Hanks,1956-07-09 00:00:00,M,Portuguese Americans,1.83,27.0,/m/0604zn,Rick Gassko
Ethan Hawke,1970-11-06 00:00:00,M,White Americans,1.79,20.0,/m/02vv25r,Tom McHugh
Richard Gere,1949-08-31 00:00:00,M,Irish Americans,1.8,30.0,/m/0316hv,Julian
Natalie Wood,1938-07-20 00:00:00,F,Russians,1.52,25.0,/m/01dvps,Angie Rossini
John Cusack,1966-06-28 00:00:00,M,Irish Americans,1.87,23.0,/m/03bq6g,Michael Merriman
Laura Dern,1967-02-10 00:00:00,F,White Americans,1.79,22.0,/m/03bq6g,Kathleen Robinson
Paul Newman,1925-01-26 00:00:00,M,Slovak Americans,1.77,64.0,/m/03bq6g,Leslie Groves
John C. McGinley,1959-08-03 00:00:00,M,Irish Americans,1.88,30.0,/m/03bq6g,Richard Schoenfield
Natasha Richardson,1963-05-11 00:00:00,F,British,1.715,26.0,/m/03bq6g,Jean Tatlock
Pam Grier,1949-05-26 00:00:00,F,African Americans,1.727,48.0,/m/0234j5,Jackie Brown
Samuel L. Jackson,1948-12-21 00:00:00,M,African Americans,1.89,49.0,/m/0234j5,Ordell Robbie
Bridget Fonda,1964-01-27 00:00:00,F,White Americans,1.68,33.0,/m/0234j5,Melanie Ralston
Michael Keaton,1951-09-05 00:00:00,M,Scottish Americans,1.78,46.0,/m/0234j5,Ray Nicolette
Robert De Niro,1943-08-17 00:00:00,M,Italian Americans,1.77,54.0,/m/0234j5,Louis Gara
Chris Tucker,1971-08-31 00:00:00,M,African Americans,1.83,26.0,/m/0234j5,Beaumont Livingston
Lisa Gay Hamilton,1964-03-25 00:00:00,F,African Americans,1.57,33.0,/m/0234j5,Sheronda
Tommy 'Tiny' Lister,1958-06-24 00:00:00,M,African Americans,1.96,39.0,/m/0234j5,Winston
Randy Quaid,1950-10-01 00:00:00,M,Cajun,1.943,45.0,/m/060r16,Ishmael Boorg
Vanessa Angel,1966-11-10 00:00:00,F,English people,1.727,29.0,/m/060r16,Claudia
Bill Murray,1950-09-21 00:00:00,M,Irish Americans,1.88,45.0,/m/060r16,Ernie McCracken
Adam Sandler,1966-09-09 00:00:00,M,Jewish people,1.78,31.0,/m/02bhsc,Robbie Hart
Drew Barrymore,1975-02-22 00:00:00,F,Irish Americans,1.63,22.0,/m/02bhsc,Julia Sullivan
Alexis Arquette,1969-07-28 00:00:00,F,Jewish people,1.72,28.0,/m/02bhsc,George
Kevin Nealon,1953-11-18 00:00:00,M,White Americans,1.93,44.0,/m/02bhsc,Mr. Simms
Shanna Moakler,1975-03-28 00:00:00,F,White Americans,1.72,22.0,/m/02bhsc,Flight Attendant #3
Steve Buscemi,1957-12-13 00:00:00,M,Italian Americans,1.75,40.0,/m/02bhsc,David 'Dave' Veltri
Leslie Phillips,1924-04-20 00:00:00,M,White British,1.74,75.0,/m/0b098_,Rev. Gerald Percy
Brenda Blethyn,1946-02-20 00:00:00,F,White people,1.57,53.0,/m/0b098_,Grace Trevethyn
Craig Ferguson,1962-05-17 00:00:00,M,Scottish Americans,1.88,37.0,/m/0b098_,Matthew Stewart
Tchéky Karyo,1953-10-04 00:00:00,M,French,1.8,46.0,/m/0b098_,Jacques Chevalier
Jamie Foreman,1958-05-25 00:00:00,M,White British,1.68,41.0,/m/0b098_,China MacFarlane
Bill Bailey,1964-02-24 00:00:00,M,English people,1.69,35.0,/m/0b098_,Vince
Phyllida Law,1932-05-08 00:00:00,F,Scottish people,1.64,67.0,/m/0b098_,Margaret Sutton
Chris Farley,1964-02-15 00:00:00,M,Irish Americans,1.73,34.0,/m/05fkxp,Bartholomew Hunt
Matthew Perry,1969-08-19 00:00:00,M,Canadian Americans,1.83,28.0,/m/05fkxp,Leslie Edwards
Bokeem Woodbine,1973-04-13 00:00:00,M,African Americans,1.83,25.0,/m/05fkxp,Jonah
Reese Witherspoon,1976-03-22 00:00:00,F,Scottish Americans,1.56,28.0,/m/04qk12,Becky Sharp
Jonathan Rhys Meyers,1977-07-27 00:00:00,M,Irish people,1.78,27.0,/m/04qk12,George Osborne
Gabriel Byrne,1950-05-12 00:00:00,M,Irish people,1.784,54.0,/m/04qk12,The Marquess of Steyne
Eileen Atkins,1934-06-16 00:00:00,F,English people,1.69,70.0,/m/04qk12,Miss Matilda Crawley
Bob Hoskins,1942-10-26 00:00:00,M,Romanichal,1.68,61.0,/m/04qk12,Sir Pitt Crawley
Romola Garai,1982-08-06 00:00:00,F,British,1.75,22.0,/m/04qk12,Amelia Sedley
Jim Broadbent,1949-05-24 00:00:00,M,English people,1.87,55.0,/m/04qk12,John Osborne
Rhys Ifans,1967-07-22 00:00:00,M,Welsh people,1.88,37.0,/m/04qk12,William Dobbin
James Purefoy,1964-06-03 00:00:00,M,English people,1.854,40.0,/m/04qk12,Rawdon Crawley
Robert Pattinson,1986-05-13 00:00:00,M,White people,1.85,18.0,/m/04qk12,Older Rawdy Crawley
Roger Lloyd Pack,1944-02-08 00:00:00,M,White British,1.88,60.0,/m/04qk12,Francis Sharp
Tyrone Power,1914-05-05 00:00:00,M,French Americans,1.82,36.0,/m/027_0wb,Tom Owens
Susan Hayward,1917-06-30 00:00:00,F,Swedish Americans,1.6,33.0,/m/027_0wb,Vinnie Holt
Fred Astaire,1899-05-10 00:00:00,M,German Americans,1.75,56.0,/m/08mb3r,Jervis Pendleton III
Ethan Hawke,1970-11-06 00:00:00,M,White Americans,1.79,24.0,/m/03dbg_,Jesse
Julie Delpy,1969-12-21 00:00:00,F,French Americans,1.69,25.0,/m/03dbg_,Celine
Adam Goldberg,1970-10-25 00:00:00,M,Jewish people,1.8,24.0,/m/03dbg_,Man Sleeping on Train
Eddie Marsan,1968-06-23 00:00:00,M,English people,1.74,41.0,/m/07s62__,Vic
Christian Slater,1969-08-18 00:00:00,M,English Americans,1.74,15.0,/m/06j4km,Binx
Jack Palance,1919-02-18 00:00:00,M,Ukrainian Americans,1.93,34.0,/m/027jjkg,Cappy Gordon
Matthew Broderick,1962-03-21 00:00:00,M,Jewish people,1.73,32.0,/m/03mczbc,William Lightbody
John Cusack,1966-06-28 00:00:00,M,Irish Americans,1.87,28.0,/m/03mczbc,Charles Ossining
Anthony Hopkins,1937-12-31 00:00:00,M,Irish migration to Great Britain,1.74,56.0,/m/03mczbc,Dr. John Harvey Kellogg
Bridget Fonda,1964-01-27 00:00:00,F,White Americans,1.68,30.0,/m/03mczbc,Eleanor Lightbody
Lorraine Bracco,1954-10-02 00:00:00,F,Italian Americans,1.702,33.0,/m/0kv17w,Ellie Keegan
Mimi Rogers,1956-01-27 00:00:00,F,Jewish people,1.74,31.0,/m/0kv17w,Claire Gregory
Song Kang-ho,1967-01-17 00:00:00,M,Koreans,1.8,35.0,/m/077l3r,Park Dong-jin
Bae Doo-na,1979-10-11 00:00:00,F,Koreans,1.68,22.0,/m/077l3r,Cha Yeong-mi
Jeong Jae-yeong,1970-11-21 00:00:00,M,Koreans,1.8,31.0,/m/077l3r,Husband of Dong-jin's ex-wife's
Ryu Seung-beom,1980-08-09 00:00:00,M,Koreans,1.75,21.0,/m/077l3r,Retarded Boy at River
Raima Sen,1979-11-11 00:00:00,F,Indians,1.63,30.0,/m/04jcy7d,Shivani Mukherjee
R. Madhavan,1970-06-01 00:00:00,M,Tamil Brahmin,1.77,39.0,/m/04jcy7d,Professor Shantanu Biswas
Amitabh Bachchan,1942-10-11 00:00:00,M,Kayastha,1.88,67.0,/m/04jcy7d,Venkat Subramaniam
Ajay Devgan,1969-04-02 00:00:00,M,Indians,1.8,40.0,/m/04jcy7d,Sunny
Ben Kingsley,1943-12-31 00:00:00,M,Indians,1.73,66.0,/m/04jcy7d,Perci Trachtenberg
Shakti Kapoor,1958-09-03 00:00:00,M,Indians,1.83,51.0,/m/04jcy7d,Prem London
Jackie Shroff,1957-02-01 00:00:00,M,Indians,1.83,53.0,/m/04jcy7d,Tarun Mazumdar
Jackie Shroff,1957-02-01 00:00:00,M,Indians,1.83,53.0,/m/04jcy7d,Tony Milano
Isabella Rossellini,1952-06-18 00:00:00,F,Swedish Americans,1.73,36.0,/m/02rqfv,Maria Hardy
William Petersen,1953-02-21 00:00:00,M,Danish Americans,1.791,35.0,/m/02rqfv,Tom
Robbie Coltrane,1950-03-30 00:00:00,M,Scottish people,1.854,36.0,/m/026gb4w,Leo McAskey
Gabriel Byrne,1950-05-12 00:00:00,M,Irish people,1.784,36.0,/m/026gb4w,Nicholas 'Nick' Mullen
Greta Scacchi,1960-02-18 00:00:00,F,Italian Australians,1.75,26.0,/m/026gb4w,Nina Beckman
Rosie Perez,1964-09-06 00:00:00,F,Puerto Ricans,1.562,37.0,/m/018fct,Louise
Patricia Arquette,1968-04-08 00:00:00,F,French Americans,1.562,33.0,/m/018fct,Lila Jute
Rhys Ifans,1967-07-22 00:00:00,M,Welsh people,1.88,34.0,/m/018fct,Puff
Charlize Theron,1975-08-07 00:00:00,F,White Africans of European ancestry,1.77,23.0,/m/0fr63l,Jill Young
Rade Serbedzija,1946-07-27 00:00:00,M,Serbs of Croatia,1.91,52.0,/m/0fr63l,Andrei Strasser
David Paymer,1954-08-30 00:00:00,M,Jewish people,1.7,44.0,/m/0fr63l,Harry Ruben
Regina King,1971-01-15 00:00:00,F,African Americans,1.6,27.0,/m/0fr63l,Cecily Banks
Robert Wisdom,1953-09-14 00:00:00,M,African Americans,1.87,45.0,/m/0fr63l,Kweli
Naveen Andrews,1969-01-17 00:00:00,M,British Americans,1.75,29.0,/m/0fr63l,Pindi
Pam Grier,1949-05-26 00:00:00,F,African Americans,1.727,24.0,/m/06jrs3,Coffy
André 3000,1975-05-27 00:00:00,M,African Americans,1.78,31.0,/m/06kh11,Percival
Big Boi,1975-02-01 00:00:00,M,African Americans,1.676,31.0,/m/06kh11,Rooster
Paula Patton,1975-12-05 00:00:00,F,African Americans,1.63,30.0,/m/06kh11,Angel
Terrence Howard,1969-03-11 00:00:00,M,African Americans,1.84,37.0,/m/06kh11,Trumpy
Faizon Love,1968-06-14 00:00:00,M,Afro-Cuban,1.77,38.0,/m/06kh11,Ace
Malinda Williams,1975-12-03 00:00:00,F,African Americans,1.575,30.0,/m/06kh11,Zora
Cicely Tyson,1933-12-19 00:00:00,F,African Americans,1.61,72.0,/m/06kh11,Mother Hopkins
Macy Gray,1967-09-06 00:00:00,F,African Americans,1.829,38.0,/m/06kh11,Taffy
Ben Vereen,1946-10-10 00:00:00,M,African Americans,1.73,59.0,/m/06kh11,Percy Senior
Ving Rhames,1959-05-12 00:00:00,M,African Americans,1.83,47.0,/m/06kh11,Spats
Bill Nunn,1953-10-20 00:00:00,M,African Americans,1.94,52.0,/m/06kh11,GW
Samy Naceri,1961-07-02 00:00:00,M,French,1.829,45.0,/m/0fcbjw,Yassir
Mélanie Laurent,1983-02-21 00:00:00,F,French,1.57,23.0,/m/0fcbjw,Margueritte village Vosges
Randy Quaid,1950-10-01 00:00:00,M,Cajun,1.943,43.0,/m/06xz7w,Michael McDougal
Glenn Close,1947-03-19 00:00:00,F,White Americans,1.65,46.0,/m/06xz7w,Alicia Clark
Marisa Tomei,1964-12-04 00:00:00,F,Italian Americans,1.64,29.0,/m/06xz7w,Martha Hackett
Catherine O'Hara,1954-03-04 00:00:00,F,Canadian Americans,1.63,40.0,/m/06xz7w,Susan
Katt Williams,1973-09-02 00:00:00,M,African Americans,1.65,33.0,/m/026hxwx,Harry Beaver
Kal Penn,1977-04-23 00:00:00,M,Gujarati people,1.78,29.0,/m/026hxwx,Edward
Crispin Glover,1964-04-20 00:00:00,M,Swedish Americans,1.85,42.0,/m/026hxwx,Willy Wonka
Gregory Jbara,1961-09-28 00:00:00,M,Lebanese Americans,1.87,45.0,/m/026hxwx,Mel Gibson
Eddie Murphy,1961-04-03 00:00:00,M,African Americans,1.75,42.0,/m/022lv4,Jim Evers
Terence Stamp,1938-07-22 00:00:00,M,English people,1.829,65.0,/m/022lv4,Ramsley
Marsha Thomason,1976-01-19 00:00:00,F,British,1.77,27.0,/m/022lv4,Sara Evers
Jennifer Tilly,1958-09-16 00:00:00,F,multiracial American,1.69,45.0,/m/022lv4,Madame Leota
Wallace Shawn,1943-11-12 00:00:00,M,American Jews,1.575,60.0,/m/022lv4,Ezra
Michael Douglas,1944-09-25 00:00:00,M,Scotch-Irish Americans,1.78,38.0,/m/0cy9xt,Steven R. Hardin
Alexa Davalos,1982-05-28 00:00:00,F,Jewish people,1.695,25.0,/m/02736wx,Sally
Andre Braugher,1962-07-01 00:00:00,M,African Americans,1.829,45.0,/m/02736wx,Brent Norton
Laurie Holden,1969-12-17 00:00:00,F,Canadian Americans,1.689,37.0,/m/02736wx,Amanda Dunfrey
Toby Jones,1966-09-07 00:00:00,M,British,1.65,41.0,/m/02736wx,Ollie Weeks
Thomas Jane,1969-02-22 00:00:00,M,European Americans,1.8,38.0,/m/02736wx,David Drayton
Cheech Marin,1946-07-13 00:00:00,M,Hispanic and Latino Americans,1.68,41.0,/m/04fpr4,Rudy
Jason Scott Lee,1966-11-19 00:00:00,M,Chinese Americans,1.765,20.0,/m/04fpr4,What's Happening Boys
James Caan,1940-03-26 00:00:00,M,Jewish people,1.76,48.0,/m/02rlnb,Detective Sgt. Matthew Sykes
Mandy Patinkin,1952-11-30 00:00:00,M,Jewish people,1.85,35.0,/m/02rlnb,Detective Samuel 'George' Francisco
Terence Stamp,1938-07-22 00:00:00,M,English people,1.829,50.0,/m/02rlnb,William Harcourt
Colin Farrell,1976-05-31 00:00:00,M,Black Irish,1.8,33.0,/m/05q73lc,Syraceuse
Stephen Rea,1946-10-31 00:00:00,M,Irish people,1.791,62.0,/m/05q73lc,Priest
Barbara Bach,1947-08-27 00:00:00,F,Jewish people,1.7,30.0,/m/04dcpy,Maritza
Carl Weathers,1948-01-14 00:00:00,M,African Americans,1.88,30.0,/m/04dcpy,Weaver
Robert Shaw,1927-08-09 00:00:00,M,English people,1.8,51.0,/m/04dcpy,Mallory
Michael Landon,1936-10-31 00:00:00,M,American Jews,1.75,20.0,/m/04d_0x,Tony Rivers
Jay Mohr,1970-08-23 00:00:00,M,Scottish Americans,1.753,27.0,/m/0b6rpt,Anthony 'Tony' Cortino
Christina Applegate,1971-11-25 00:00:00,F,White Americans,1.65,26.0,/m/0b6rpt,Diane Steen
Olympia Dukakis,1931-06-20 00:00:00,F,Greek Americans,1.6,67.0,/m/0b6rpt,Sophia
Joe Viterelli,1937-03-10 00:00:00,M,Italian Americans,1.67,61.0,/m/0b6rpt,Dominick Clamato
Vincent Pastore,1946-07-14 00:00:00,M,Italian Americans,1.78,52.0,/m/0b6rpt,Gorgoni
Marisol Nichols,1973-11-02 00:00:00,F,Spanish Americans,1.63,24.0,/m/0b6rpt,Carla
Richard Gere,1949-08-31 00:00:00,M,Irish Americans,1.8,32.0,/m/01k5_0,Zack Mayo
Debra Winger,1955-05-16 00:00:00,F,White Americans,1.63,27.0,/m/01k5_0,Paula Pokrifki
Robin Givens,1964-11-27 00:00:00,F,African Americans,1.65,26.0,/m/026t9dn,Kiswana
Gregory Hines,1946-02-14 00:00:00,M,African Americans,1.82,45.0,/m/026t9dn,Goldy
Forest Whitaker,1961-07-15 00:00:00,M,Akan people,1.88,29.0,/m/026t9dn,Jackson
John Wayne,1907-05-26 00:00:00,M,Scotch-Irish Americans,1.93,56.0,/m/013qbq,Michael Patrick 'Guns' Donovan
Aishwarya Rai,1973-11-01 00:00:00,F,Indians,1.7,31.0,/m/06hp_8,Dance Sequence
Abhishek Bachchan,1976-02-05 00:00:00,M,Indians,1.85,29.0,/m/06hp_8,Bunty (Rakesh)
Rani Mukerji,1978-03-21 00:00:00,F,Kanyakubja Brahmins,1.6,27.0,/m/06hp_8,Vimmi Saluja
Amitabh Bachchan,1942-10-11 00:00:00,M,Kayastha,1.88,62.0,/m/06hp_8,DCP Dashrath Singh
Tania Zaetta,1970-11-17 00:00:00,F,Australians,1.727,34.0,/m/06hp_8,Kate
Ricki Lake,1968-09-21 00:00:00,F,Jewish people,1.62,27.0,/m/0dpkd7,Connie Doyle
William Zabka,1965-10-20 00:00:00,M,Czech Americans,1.73,18.0,/m/0mmbb,Johnny Lawrence
Martin Kove,1946-03-06 00:00:00,M,Jewish people,1.85,38.0,/m/0mmbb,John Kreese
Pat Morita,1932-06-28 00:00:00,M,Japanese Americans,1.6,51.0,/m/0mmbb,Mr. Kesuke Miyagi
Ralph Macchio,1961-11-04 00:00:00,M,Italian Americans,1.75,22.0,/m/0mmbb,Daniel Larusso
Kiefer Sutherland,1966-12-21 00:00:00,M,Scottish Canadians,1.75,23.0,/m/031zk3,Josiah Gordon 'Doc' Scurlock
Emilio Estevez,1962-05-12 00:00:00,M,Spanish Americans,1.638,28.0,/m/031zk3,William H. 'Billy the Kid' Bonney
Lou Diamond Phillips,1962-02-17 00:00:00,M,Filipino Americans,1.85,28.0,/m/031zk3,'Jose' Chavez y Chavez
Christian Slater,1969-08-18 00:00:00,M,English Americans,1.74,20.0,/m/031zk3,Arkansas Dave Rudabaugh
William Petersen,1953-02-21 00:00:00,M,Danish Americans,1.791,37.0,/m/031zk3,Patrick Floyd 'Pat' Garrett
Viggo Mortensen,1958-10-20 00:00:00,M,Danish Americans,1.803,31.0,/m/031zk3,John W. Poe
Rashida Jones,1976-02-25 00:00:00,F,African Americans,1.63,33.0,/m/03ynwqj,Zooey Rice
Jason Segel,1980-01-18 00:00:00,M,Jewish people,1.93,29.0,/m/03ynwqj,Sydney Fife
Paul Rudd,1969-04-06 00:00:00,M,Jewish people,1.78,39.0,/m/03ynwqj,Peter Klaven
Andy Samberg,1978-08-18 00:00:00,M,Jewish people,1.77,30.0,/m/03ynwqj,Robbie Klaven
Aziz Ansari,1983-02-23 00:00:00,M,Tamil Americans,1.68,26.0,/m/03ynwqj,Eugene
Jon Favreau,1966-10-19 00:00:00,M,Italians,1.83,42.0,/m/03ynwqj,Barry
Marg Helgenberger,1958-11-16 00:00:00,F,Irish Americans,1.68,50.0,/m/03yfkw5,Hera
Keri Russell,1976-03-23 00:00:00,F,Jewish people,1.63,32.0,/m/03yfkw5,Wonder Woman
Rosario Dawson,1979-05-09 00:00:00,F,Puerto Ricans,1.702,29.0,/m/03yfkw5,Artemis
Alfred Molina,1953-05-24 00:00:00,M,English people,1.89,55.0,/m/03yfkw5,Ares
Virginia Madsen,1961-09-11 00:00:00,F,Danes,1.65,47.0,/m/03yfkw5,Queen Hippolyta
